Out of Service Date,Common Name,Outage,Equipment Description,Executive Comment,Outage Code,Status,External Source Note,Reason Shown to Public,Reason Shown to Public Description,Estimated Return to Service Date,Actual Return to Service Date,Reference,Source,Service Code,Date Created,Status Code,Outage Comments,Station MRN
2023-02-08 11:10:00,EL164,806737,ELE: EL164 - 909 - WESTCHESTER YARD - PELHAM INSPECTION BARN-PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-02-08 20:00:00,2023-02-08 13:30:00,,Phone,EE-MANOUT,2023-02-08 11:10:00,CL,"***This elevator is out of service for preventive maintenance***



E&EMs Gonzalez and Encarnacion taking unit OOD for bimonthly PM. WO#5676848 (EAM) E&EM Gonzalez: completed by monthly p.m. need follow ups from car station lights and lower landing car call( 120v) Further work needed for a directional arrow recommend replacing ballast. We attempted to change the bulb and troubleshoot we believe the source of the problem is the balanceBIS 130 ",909
2023-02-09 09:05:00,EL458,807179,ELE: EL458 - 965 - FREIGHT ELEVATOR AT WOODSIDE EMD,,PM,Closed,,MAINTENANCE,Maintenance,2023-02-09 16:00:00,2023-02-09 12:30:00,,Phone,EE-MANOUT,2023-02-09 09:08:00,CL,"***This unit was removed from service by E&E personnel to perform Preventative Maintenance***
WO5676858
E&EM Manwah and E&EM H Wong arrived at el458 @ 0855 to perform Bimonthly PM.
 E&EM Manwah and E&EM H Wong completed Bimonthly PM. RTS @12:30 ",965
2023-02-10 10:46:00,EL354,807613,ELE: EL354 - 912 - CONEY ISLAND YARD - STREET TO 1ST & 2ND FLOOR,,BRP,Closed,,REPAIR,Repair,2023-02-10 19:00:00,2023-02-10 11:55:00,,Phone,EE-MANOUT,2023-02-10 10:48:00,CL,,912
2023-02-11 07:35:00,EL459,807898,"ELE: EL459 - 904 - CORONA YARD - S, LM, AND UM",,BRP,Closed,,REPAIR,Repair,2023-02-15 16:00:00,2023-02-14 14:00:00,,Phone,EE-MANOUT,2023-02-11 07:37:00,CL,,904
2023-02-11 08:00:00,EL363,807902,ELE: EL363 - 910 - 38TH STREET YARD - FREIGHT ELEVATOR,,MRP,Closed,,MAINTENANCE,Maintenance,2023-02-11 16:00:00,2023-02-11 12:00:00,,Phone,EE-MANOUT,2023-02-11 08:03:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Liu76, E&EH Alcaraz and TEA Astudillo taking unit OOS for bimonthly PM.  WO#5676853 (EAM) E&EH Alcaraz: Completed PM test ran  and monitored machine BIS at 12:00pm. ",910
2023-02-12 09:27:00,EL365,808207,ELE: EL365 - 894 - LINDEN SHOP - FREIGHT ELEVATOR,,FR,Closed,,UNDERINVESTG,Under Investigation,2023-02-12 18:00:00,2023-02-12 09:27:00,,Phone,EE-MANOUT,2023-02-12 09:28:00,CL,,894
2023-02-12 09:27:00,EL356,808222,ELE: EL356 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-02-12 18:00:00,2023-02-12 12:10:00,,Phone,EE-MANOUT,2023-02-12 10:56:00,CL,,912
2023-02-13 10:02:00,EL251,808420,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-02-13 19:00:00,2023-02-13 12:10:00,,Phone,EE-MANOUT,2023-02-13 10:06:00,CL,,958
2023-02-14 09:30:00,EL367,808919,ELE: EL367 - 955 - COZINE IRONSHOP - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-02-14 16:00:00,2023-02-14 12:30:00,,Phone,EE-MANOUT,2023-02-14 09:38:00,CL,"***This elevator is out of service for preventive maintenance***
E&EM Liu76,E&EH Bhagwandeen & TEA Astudillo arrived at el367 at 9:10am for bi-monthly P.M. OOS @ 09:30. WO # 5676856. E&EM Liu76,E&EH Bhagwandeen & TEA Astudillo completed bi-monthly P.M. RTS @12:30 ",955
2023-02-14 10:45:00,EL162,808939,ELE: EL162 - 905 - EAST 180 ST / INSP SHOP - FREIGHT ELEVATOR,,AP,Closed,,PLANNEDWORK,Planned Work,2023-02-14 16:00:00,2023-02-14 12:37:00,,Phone,EE-MANOUT,2023-02-14 10:49:00,CL,"***This elevator is out of service A&P for EMD to install smoke sensor in the shaft***

E&EM Theodore/Santiago report OOS A&P for EMD to install smoke sensor in the shaft. E&EM Theodore/Santiago report EMD inspected smoke sensor, will return on a later day. BIS. ",905
2023-02-15 11:54:00,EL367,809420,ELE: EL367 - 955 - COZINE IRONSHOP - PASSENGER ELEVATOR,,FR,Closed,,REPAIR,Repair,2023-02-15 20:00:00,2023-02-15 13:45:00,,Phone,EE-MANOUT,2023-02-15 11:55:00,CL,,955
2023-02-16 09:30:00,EL251,809853,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-02-16 16:00:00,2023-02-16 14:30:00,,Phone,EE-MANOUT,2023-02-16 09:36:00,CL,"***This unit was removed from service by E&E personnel to perform Preventative Maintenance***
WO5676862
E&EMs Rodriguez, Kissoon, and TEA Ortega arrived at 0930. Here for a Bi Monthly PM
 E&EMs Rodriguez, Kissoon, and TEA Ortega completed BI-Monthly Pm BIS@1430 ",958
2023-02-16 10:45:00,EL165,809895,ELE: EL165 - 902 - 239TH STREET YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-02-16 23:00:00,2023-02-16 13:45:00,,Phone,EE-MANOUT,2023-02-16 10:48:00,CL,"*** This Elevator is out of service for Non-Revenue Hydraulic Bi-Monthly Maintenance ***


WO#5676849	
@1045 E&EM Lazariev and E&EM Ellison arrived at elevator 165 for Bimonthly maintenance at 10:40 hours. E&EM Lazariev and E&EM Ellison completed Bimonthly maintenance. BIS @ 13:45. ",902
2023-02-17 09:25:00,EL252,810284,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,,PM,Closed,,PLANNEDWORK,Planned Work,2023-02-17 16:00:00,2023-02-17 15:31:00,,Phone,EE-MANOUT,2023-02-17 09:28:00,CL,"***This elevator is out of service for preventive maintenance***
E&EM Kissoon and E&EH McCain arrive at el252 at 9:15 am and taking machine out of service at 9:25 am to perform bi-monthly maintenance. WO # 5676863. E&EM Kissoon and E&EH McCain PM completed. Leaving out of service for door problem at the first floor it will not open fully intermittently. Inform MS1 Lin. Posted sign for 2/19/23. LOTO. returned to service from PM @1531 removed from service 1 minute after for MRP. ",957
2023-02-17 15:32:00,EL252,810407,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-02-19 16:00:00,2023-02-17 20:30:00,,Phone,EE-MANOUT,2023-02-17 15:45:00,CL,,957
2023-02-17 16:00:00,EL162,810412,ELE: EL162 - 905 - EAST 180 ST / INSP SHOP - FREIGHT ELEVATOR,,ENT,Closed,,REPAIR,Repair,2023-02-19 23:00:00,2023-02-19 01:30:00,,Phone,EE-MANOUT,2023-02-17 16:01:00,CL,,905
2023-02-22 08:25:00,EL400,812160,ELE: EL400 - 904 - CORONA YARD - SIGNAL TOWER,,PM,Closed,,MAINTENANCE,Maintenance,2023-02-22 16:00:00,2023-02-22 12:20:00,,Phone,EE-MANOUT,2023-02-22 08:27:00,CL,"***This elevator is out of service for preventive maintenance***

E&EM Broschart & E&EH Gray arrived at 0815 for Bi-Monthly PM. OOS @ 08:25. WO # 5676857. E&EM Broschart & E&EH Gray completed Bi-Monthly PM. BIS @ 12:20. ",904
2023-02-22 09:14:00,EL251,812178,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-02-22 16:00:00,2023-02-22 11:05:00,,Phone,EE-MANOUT,2023-02-22 09:15:00,CL,"***This elevator is out of service A&P for contractors survey***

E&EM Ogay and E&EH Ayala arrived @ 0800hrs. Here for A&P for contractors survey. WO # 5855555.
Due to Control Desk is short staff and information not ready.  E&EH Ayala will update the work order. (EAM) E&EH Ayala: VHB/Arcadis joint venture completed survey for elevator shaft, pit and motor room. Test ran, monitored operation. Return to service @ 1105hrs. ",958
2023-02-22 10:07:00,EL174,812208,ELE: EL174 - 909 - WESTCHESTER YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-02-22 16:00:00,2023-02-22 13:00:00,,Phone,EE-MANOUT,2023-02-22 10:08:00,CL,"***This elevator is out of service for preventive maintenance***

E&EM Gonzalez and E&EH Small report OOS for Bi-Monthly PM. WO # E&EM Gonzalez and E&EH Small. E&EM Gonzalez and E&EH Small completed Bi-Monthly PM. BIS @ 13:00. ",909
2023-02-23 11:10:00,EL352,812810,ELE: EL352 - 704 - ENY DEPOT - FREIGHT ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-02-23 20:00:00,2023-02-24 10:45:00,,Phone,EE-MANOUT,2023-02-23 11:14:00,CL,,704
2023-02-24 09:34:00,EL252,813277,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-02-26 17:00:00,2023-02-25 14:05:00,,Phone,EE-MANOUT,2023-02-24 09:34:00,CL,,957
2023-02-24 18:29:00,EL400,813426,ELE: EL400 - 904 - CORONA YARD - SIGNAL TOWER,,EUF,Closed,,REPAIR,Repair,2023-02-27 23:00:00,2023-02-25 03:10:00,,Phone,EE-MANOUT,2023-02-24 18:29:00,CL,,904
2023-02-25 11:25:00,EL152,813680,ELE: EL152 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-02-26 07:00:00,2023-02-25 17:25:00,,Phone,EE-MANOUT,2023-02-25 11:27:00,CL,Next available will respond.  ,918
2023-02-28 11:16:00,EL252,814484,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-03-01 23:00:00,2023-03-01 13:00:00,,Phone,EE-MANOUT,2023-02-28 11:19:00,CL,,957
2023-03-01 07:40:00,EL350,814844,ELE: EL350 - 913 - EAST NEW YORK YARD - PASSENGER ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-03-08 16:00:00,2023-03-08 16:05:00,,Phone,EE-MANOUT,2023-03-01 07:42:00,CL,"***Richmond Techs DeLa Cruz/Koonjun removed the elevator from service to land car, get oil [Piston Seal & Valve  Replacement/ Richmond SOW]*** Richmond Email Update: Landed car on bottom landing, removed all oil from tank. Now in process of disassembling valve inside tank  Richmond Koonjan/Delacruz Completed disassembling valve and marking coil wires for new valve. LOTO LOOS signs posted 3/8/23 Richmond Koonjan/Delacruz/Aminov arrived. Richmond Email update: Completed removing all piping inside of tank, also removed muffler, bow valve, hose and extra piping going to the jack, placing an order at ferguson for the proper piping we need to repipe for new valve. In process of mounting new valve above tank. 

 Richmond Koonjan/Delacruz/Aminov Per our supervisor we couldn't mount the new valve with the height of the piping from the submersible pump and be able to run new piping. Ordered a longer length of piping with Ferguson as well. Will continue tomorrow after we have all the proper piping to complete mounting. Signs posted 3/8/23 LOTO.  Richmond will be upgrading the valve as well as the piping. I've requested Richmond to replace a 4ft portion of 1.5"" of pipe in the pit.  Richmond Tech. DeLa Cruz/Koonjun arrived @07:00hrs to continue piping inside the tank and to valve body Richmond Email Update: (Koonjun) Received Ferguson order, installed new piping from submersible pump, new vitalic, installed maxton on top of pump side piping. Was in process of getting ready to assemble piping for jack side and come to find out they they sent the wrong jack side piping. Notified them and will be receiving correct pipes. Now in process of starting return to tank side piping.  Richmond Tech. DeLa Cruz/Koonjun Completed installing return tank side piping. Signs up 3/8/23 and LOTO  Richmond Tech. DeLa Cruz/Koonjun arrived. Richmond tech. Aminov arrived @08:00 @1103HRS [Perkhalyuk] Richmond Tech Koonjun updated via email: Completed installing new thread seal on muffler, installed muffler, installed new victaulic and new shut off valve on jack side of Maxton. Now in process of hammer drilling a hole in the wall to the shaft way for new jack side piping.  @1830HRS [Perkhalyuk] Richmond Tech Koonjun updated via email:Completed making hole in the wall from motor room to shaftway for new piping from jack side, installed new 90 degree vitalic elbow, 2 new vitalics and seals, cut 6inch PVC pipe for hole in wall, installed new piping from motor room to shaft way for jack. Started to cut old jack piping. Signs up till 3/8/23 and LOTO. 




 Richmond tech. Koonjun/De Lacruz/Aminov arrived @07:00 to continue piping in the shaft way email : Completed cutting out old jack piping completely from shaftway side, installed new jack piping in shaftway. Modified tank cover and added hinges to able to still cover tank. Ordered new coils with Martinez due to voltage being too high for this controller. Parts are en route and we will start to wire up coils to controller.  Richmond tech. Koonjun/De Lacruz/Aminov Update: Got inside tank and cleaned all shavings and anything that fell into the bottom, filled tank back up with oil. Received correct coils, installed new coils, installed pressure switch on valve, wired pressure switch, temporarily wired up each coil. Will continue tomorrow with complete wiring. Signs up till 3/8/23 and LOTO. 

 Richmond tech. Koonjun/De Lacruz arrived @07:00hrs to complete coil wiring and work on MAXTON valve body Richmond tech. Aminov arrived @08:45 Richmond tech. Koonjun/De Lacruz /Aminov Completed troubleshooting valve wiring. All coils are properly energized. Added 10 gallons of oil. Now in process of removing valve wires from controller to run new conduit from back of valve to controller.  Richmond tech. Koonjun/De Lacruz /Aminov Completed running conduit from back of valve to controller. Rewired valve and pressure switch backup. Per Martinez and Berto we were told to put elevator back in service tonight and come back tomorrow to comple",913
2023-03-01 11:45:00,EL173,814921,ELE: EL173 - 905 - EAST 180 ST / INSP SHOP - 3 LANDINGS,,PM,Closed,,MAINTENANCE,Maintenance,2023-03-01 16:00:00,2023-03-01 13:15:00,,Phone,EE-MANOUT,2023-03-01 11:49:00,CL,"***This unit was removed from service by E&E personnel to perform Preventative Maintenance***
WO5676850


E&EM Patterson and Gonzalez arrived at 10:30 to perform monthly PM
 E&EM Patterson and Gonzalez completed monthly PM. RTS @13:20 13:15 ",905
2023-03-01 14:09:00,EL360,814958,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-03-01 23:00:00,2023-03-01 20:00:00,,Phone,EE-MANOUT,2023-03-01 14:09:00,CL,,912
2023-03-02 09:30:00,EL365,815279,ELE: EL365 - 894 - LINDEN SHOP - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-03-02 18:00:00,2023-03-02 12:40:00,,Phone,EE-MANOUT,2023-03-02 09:33:00,CL,"***This elevator is out of service for bimonthly PM***



E&EM Liu76 and E&EH Alcaraz taking unit OOS to perform bimonthly PM.  WO#5898816 E&EM Liu76 and E&EH Alcaraz completed bimonthly PM.  RTS @12:40 ",894
2023-03-02 12:03:00,EL366,815343,ELE: EL366 - 961 - PS 248 - PARKING LOT TO 4TH FLOOR,,BRP,Closed,,REPAIR,Repair,2023-03-02 21:00:00,2023-03-02 17:30:00,,Phone,EE-MANOUT,2023-03-02 12:05:00,CL,,961
2023-03-03 09:50:00,EL163,815673,ELE: EL163 - 906 - JEROME YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-03-03 18:00:00,2023-03-03 14:15:00,,Phone,EE-MANOUT,2023-03-03 09:53:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM García/E&EM Encarnación taking unit OOS for bi monthly PM.  WO#5898811 E&EM García/E&EM Encarnación completed bi monthly PM. RTS @14:15 ",906
2023-03-04 10:15:00,EL165,816003,ELE: EL165 - 902 - 239TH STREET YARD - FREIGHT ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-03-04 19:00:00,2023-03-04 11:55:00,,Phone,EE-MANOUT,2023-03-04 10:16:00,CL,,902
2023-03-05 08:20:00,EL361,816233,ELE: EL361 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-03-05 16:00:00,2023-03-05 13:45:00,,Phone,EE-MANOUT,2023-03-05 08:22:00,CL,"***This unit was removed from service by E&E personnel to perform Preventative Maintenance***

WO5898814

E&EM Grabovsky & E&EH Nesterets arrived to El361 @ 08:15 hrs. Taking machine OOS to perform bimonthly PM @ 08:20 hrs.… (EAM) E&EM Grabovsky: Bimonthly PM completed. B.I.S. @ 13:45 hrs. ",912
2023-03-06 07:55:00,EL360,816521,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-03-08 16:00:00,2023-03-07 13:45:00,,Phone,EE-MANOUT,2023-03-06 08:36:00,CL,,912
2023-03-06 08:30:00,EL355,816519,ELE: EL355 - 912 - CONEY ISLAND YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-03-06 16:00:00,2023-03-06 13:50:00,,Phone,EE-MANOUT,2023-03-06 08:32:00,CL,"***This elevator is out of service for preventive maintenance***

E&EM Grabovsky & E&EH Nesterets arrived to El355 @ 08:30 hrs. Taking machine OOS to perform bimonthly PM. 
WO # 5898823. Bimonthly PM completed. B.I.S. @ 13:50 hrs. ",912
2023-03-06 08:43:00,EL451,816522,ELE: EL451 - 921 - JAMAICA YARD - FREIGHT ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-03-06 16:00:00,2023-03-06 10:35:00,,Phone,EE-MANOUT,2023-03-06 08:44:00,CL,,921
2023-03-06 08:50:00,EL367,816523,ELE: EL367 - 955 - COZINE IRONSHOP - PASSENGER ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-03-06 17:00:00,2023-03-06 10:20:00,,Phone,EE-MANOUT,2023-03-06 08:52:00,CL,,955
2023-03-07 08:30:00,EL451,816969,ELE: EL451 - 921 - JAMAICA YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-03-07 16:00:00,2023-03-07 12:30:00,,Phone,EE-MANOUT,2023-03-07 08:34:00,CL,"***This elevator is out of service for preventive maintenance***
E&EM Kendal and E&EM H Wong arrived at el451 to perform Bimonthly PM @ 0825. OOS @ 08:30. WO # 5898817.
 (EAM) E&EM Kendal and E&EM H Wong completed Bimonthly PM. UNIT RTS @ 1230. ",921
2023-03-08 08:05:00,EL362,817336,ELE: EL362 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-03-08 16:00:00,2023-03-08 13:45:00,,Phone,EE-MANOUT,2023-03-08 08:09:00,CL,"***This elevator is out of service for preventive maintenance***
E&EM Grabovsky & E&EH Nesterets arrived to El362 @ 08:00 hrs. Taking machine OOS to perform bimonthly PM @ 08:05 hrs.
WO # 5898815. E&EM Grabovsky & E&EH Nesterets completed bimonthly PM. BIS @ 13:45. ",912
2023-03-08 08:05:00,EL354,817331,ELE: EL354 - 912 - CONEY ISLAND YARD - STREET TO 1ST & 2ND FLOOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-03-08 16:00:00,2023-03-08 13:50:00,,Phone,EE-MANOUT,2023-03-08 08:06:00,CL,"***This elevator is out of service for preventive maintenance***
E&EM Lyakhovetskiy and E&EH He arrived at el354 at 0800, here for bimonthly PM. OOS @ 08:05. WO # 5898822. E&EM Lyakhovetskiy and E&EH He completed PM BIS@1350 ",912
2023-03-08 08:58:00,EL165,817350,ELE: EL165 - 902 - 239TH STREET YARD - FREIGHT ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-03-08 16:00:00,2023-03-08 14:25:00,,Phone,EE-MANOUT,2023-03-08 08:58:00,CL,"***This escalator is out of service to repair car emergency lighting***
Richmond Marte/Dilone report OOS to repair car emergency lighting. WO # 5147852. Richmond Marte/Dilone Update troubleshoot in car Emergency light correct wiring on the in car Emergency light system work as designed and now in the process off replace front  side door operators belt.  ***This elevator is out of service to repair car emergency lighting*** Richmond Marte & Dilone Finished with installation of new G.A.L Door operator belt also adjust door operator motor  to proper position ran the car and tested doors are opening and closing as designed, returning to service and monitoring.2:25PM   ",902
2023-03-08 21:18:00,EL400,817516,ELE: EL400 - 904 - CORONA YARD - SIGNAL TOWER,,BRP,Closed,DOOR CLOSING / BOTTOM DOOR LOCK FAILURE,REPAIR,Repair,2023-03-09 06:00:00,2023-03-09 01:10:00,ST230308.txt - 2723,External Monitoring System,EE-LNOUT,2023-03-08 21:38:00,CL,,904
2023-03-09 07:08:00,EL165,817736,ELE: EL165 - 902 - 239TH STREET YARD - FREIGHT ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-03-09 23:00:00,2023-03-09 17:55:00,,Phone,EE-MANOUT,2023-03-09 07:08:00,CL,"***This elevator is out of service to replace IMO pump and repair leaks***

Richmond Mate/Dilone report OOS to replace IMO pump and repair leaks. WO # 5147852. @1141HRS [Perkhalyuk] Richmond Tech Marte updated via email: Update Land car on the buffer spring shut off motor room valve in now in the process off removing Oil from tanks  into empty drums to star removed old IMO PUMP  @1544HRS [Perkhalyuk] Richmond Tech Marte updated via email: Update on OT had to take the old IMO pump the to machine shop to put on the vase heat it up to remove low pressure side pipe still had to brake the old cast-iron housing of the back. Of old IMO PUMP.in now on the process of installing low pressure side piping on the new IMO PUMP  Richmond Tech Marte updated via email: Finished installation of new IMO pump. 
Removed old pump, replaced low pressure side sleeve, filtered oil, replaced existing vitaulic, changed IMO pump belt, secured pump and motor in place and made final adjustments. tested and ran. Running as designed. Returning to service @1755 and monitoring till 6:30 p.m.

 ",902
2023-03-09 08:19:00,EL252,817746,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-03-09 17:00:00,2023-03-09 14:50:00,,Phone,EE-MANOUT,2023-03-09 08:19:00,CL,,957
2023-03-09 08:25:00,EL356,817750,ELE: EL356 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-03-09 17:00:00,2023-03-09 13:45:00,,Phone,EE-MANOUT,2023-03-09 08:28:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Grabovsky & E&EH Nesterets taking machine OOS to perform bimonthly PM @ 08:25 hrs.  WO#5898813 Bimonthly PM completed. B.I.S. @ 13:45 hrs. ",912
2023-03-09 10:20:00,EL350,817787,ELE: EL350 - 913 - EAST NEW YORK YARD - PASSENGER ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-03-09 20:00:00,2023-03-09 19:30:00,,Phone,EE-MANOUT,2023-03-09 10:18:00,CL,"***This Elevator is out of service for weight test**

3/9/23 @1020HRS [Perkhalyuk] Richmond Tech Dela-Cruz/Koonjun reports this unit OOS to perform weight and drift tests, WO#5587854 3/9/23 @1156HRS [Perkhalyuk] Richmond Tech Dela-Cruz/Koonjun updated via email:Completed weight test and elevator is holding weight properly and able to run in both directions. In process now of being on the phone with maxton for adjusting valve for running up because its over shooting the landings in the up direction now.  Richmond Tech Dela-Cruz/Koonjun report:  While testing elevator overshooting all landings in up direction, down direction working good. Troubleshoot, readjusted tape guides, still overshooting, notified MS2 Cooper. Richmond supervisor en-route to assist with troubleshooting Richmond Tech Dela-Cruz/Koonjun final updated at 19:30
Our supervisor Aminov came to help us continue troubleshooting valve problem with up overshooting. After troubleshooting found a cut wire for the U valve that was causing the valve to energize only sometimes. Spliced and ran new wire and hooked back up to terminal. Had to completely reset and redo our bypass and valve adjustments. Tested car again with weights and up and down directions are both working properly and no more over shooting. Also had to adjust the level unit so car saddle and hoistway saddle are flush. Cleaned out motor room and pit. Left old valve and pipes in corner and trash for clean out. Returning to service at 19:30 and keep monitoring  ",913
